Account_No,Withdrawal_amount,Deposit_amount,Balance_amount,Value_date,Data,transaction_details
40906174,0,554851,-11675911,2016-08-21,2016-08-21,
40906174,0,495416,-11180495,2016-08-21,2016-08-21,
40906174,0,822251,-10358244,2016-08-22,2016-08-22,
40906174,11077,0,-10369321,2016-08-22,2016-08-22,Bill Sharing
40906174,974509,0,-11343830,2016-08-22,2016-08-22,Utilities
40906174,0,985575,-10358255,2016-08-23,2016-08-23,
40906174,0,18510,-10339745,2016-08-24,2016-08-24,
40906174,16977,0,-10356722,2016-08-24,2016-08-24,Groceries
40906174,480317,0,-10837039,2016-08-24,2016-08-24,Transportation
40906174,11811,0,-10848850,2016-08-25,2016-08-25,Utilities
40906174,13934,0,-10862784,2016-08-26,2016-08-26,Utilities
40906174,0,815889,-10046895,2016-08-26,2016-08-26,
40906174,938627,0,-10985522,2016-08-27,2016-08-27,Entertainment
40906174,762393,0,-11747915,2016-08-28,2016-08-28,Utilities
40906174,0,420959,-11326956,2016-08-28,2016-08-28,
40906174,0,426248,-10900708,2016-08-28,2016-08-28,
40906174,0,437312,-10463396,2016-08-29,2016-08-29,
40906174,14156,0,-10477552,2016-08-29,2016-08-29,Transportation
40906174,940260,0,-9502780,2016-08-30,2016-08-30,Healthcare
40906174,0,15707,-9487073,2016-08-30,2016-08-30,
40906174,17303,0,-9504376,2016-08-30,2016-08-30,Groceries
40906174,0,611606,-8892770,2016-08-31,2016-08-31,
40906174,0,650752,-8242018,2016-08-31,2016-08-31,
40906174,10907,0,-8252925,2016-09-01,2016-09-01,Clothes
40906174,14262,0,-8267187,2016-09-01,2016-09-01,Utilities
40906174,0,18992,-8248195,2016-09-01,2016-09-01,
40906174,0,16706,-8231489,2016-09-02,2016-09-02,
40906174,19349,0,-8250838,2016-09-02,2016-09-02,Clothes
40906174,764621,0,-9015459,2016-09-02,2016-09-02,Groceries
40906174,0,436375,-8579084,2016-09-03,2016-09-03,
40906174,0,806213,-7772871,2016-09-03,2016-09-03,
40906174,0,972396,-6800475,2016-09-04,2016-09-04,
40906174,0,822037,-5978438,2016-09-04,2016-09-04,
40906174,0,761398,-5217040,2016-09-04,2016-09-04,
40906174,12976,0,-5230016,2016-09-05,2016-09-05,Bill Sharing
40906174,0,18811,-5211205,2016-09-05,2016-09-05,
40906174,0,892104,-4319101,2016-09-05,2016-09-05,
40906174,595187,0,-4914288,2016-09-06,2016-09-06,Healthcare
40906174,456932,0,-5371220,2016-09-06,2016-09-06,Clothes
40906174,0,561796,-4809424,2016-09-07,2016-09-07,
40906174,0,19724,-4789700,2016-09-08,2016-09-08,
40906174,0,10037,-4779663,2016-09-08,2016-09-08,
40906174,0,17269,-4762394,2016-09-08,2016-09-08,
40906174,824396,0,-4743049,2016-09-09,2016-09-09,Education
40906174,0,13465,-4729584,2016-09-09,2016-09-09,
40906174,17272,0,-4746856,2016-09-09,2016-09-09,Clothes
40906174,0,15838,-4731018,2016-09-10,2016-09-10,
40906174,0,919052,-4303884,2016-09-11,2016-09-11,
40906174,17551,0,-4321435,2016-09-11,2016-09-11,Entertainment
40906174,0,822953,-3498482,2016-09-12,2016-09-12,
40906174,712311,0,-4210793,2016-09-12,2016-09-12,Transportation
40906174,0,619001,-3591792,2016-09-12,2016-09-12,
40906174,0,765491,-2826301,2016-09-13,2016-09-13,
40906174,10798,0,-2837099,2016-09-13,2016-09-13,Clothes
40906174,0,10460,-2826639,2016-09-14,2016-09-14,
40906174,0,10643,-2815996,2016-09-14,2016-09-14,
40906174,645837,0,-3461833,2016-09-14,2016-09-14,Transportation
40906174,12452,0,-3474285,2016-09-15,2016-09-15,Groceries
40906174,0,641176,-2833109,2016-09-16,2016-09-16,
40906174,0,10345,-2822764,2016-09-16,2016-09-16,
40906174,0,831951,-1990813,2016-09-17,2016-09-17,
40906174,0,10649,-1980164,2016-09-18,2016-09-18,
40906174,568003,0,-2955595,2016-09-19,2016-09-19,Healthcare
40906174,0,430202,-2525393,2016-09-19,2016-09-19,
40906174,0,746721,-1778672,2016-09-20,2016-09-20,
40906174,912807,0,-2691479,2016-09-21,2016-09-21,Groceries
40906174,0,510407,-2181072,2016-09-22,2016-09-22,
40906174,0,13629,-2167443,2016-09-23,2016-09-23,
40906174,557340,0,-2724783,2016-09-23,2016-09-23,Healthcare
40906174,0,701188,-2023595,2016-09-24,2016-09-24,
40906174,0,17962,-2005633,2016-09-24,2016-09-24,
40906174,0,18126,-1987507,2016-09-24,2016-09-24,
40906174,834671,0,-2822178,2016-09-25,2016-09-25,Healthcare
40906174,12790,0,-2834968,2016-09-26,2016-09-26,Entertainment
40906174,918109,0,-3753077,2016-09-27,2016-09-27,Bill Sharing
40906174,908288,0,-4661365,2016-09-27,2016-09-27,Utilities
40906174,468620,0,-5286126,2016-09-28,2016-09-28,Education
40906174,14353,0,-5300479,2016-09-29,2016-09-29,Entertainment
40906174,427989,0,-5728468,2016-09-30,2016-09-30,Utilities
40906174,13188,0,-5741656,2016-10-01,2016-10-01,Education
40906174,13333,0,-5754989,2016-10-02,2016-10-02,Bill Sharing
40906174,19800,0,-5774789,2016-10-03,2016-10-03,Groceries
40906174,0,16692,-5758097,2016-10-04,2016-10-04,
40906174,721627,0,-5291528,2016-10-04,2016-10-04,Education
40906174,0,835304,-4456224,2016-10-04,2016-10-04,
40906174,0,19001,-4437223,2016-10-05,2016-10-05,
40906174,11677,0,-4448900,2016-10-05,2016-10-05,Rent
40906174,0,19725,-4429175,2016-10-06,2016-10-06,
40906174,501541,0,-4930716,2016-10-06,2016-10-06,Entertainment
40906174,10850,0,-4941566,2016-10-07,2016-10-07,Groceries
40906174,692258,0,-5633824,2016-10-07,2016-10-07,Healthcare
40906174,0,660257,-4973567,2016-10-07,2016-10-07,
40906174,541555,0,-5515122,2016-10-08,2016-10-08,Education
40906174,0,15256,-5499866,2016-10-08,2016-10-08,
40906174,0,17175,-5482691,2016-10-09,2016-10-09,
40906174,0,599625,-4883066,2016-10-09,2016-10-09,
40906174,0,790760,-4092306,2016-10-10,2016-10-10,
40906174,0,417778,-3674528,2016-10-10,2016-10-10,
40906174,15689,0,-3690217,2016-10-10,2016-10-10,Healthcare
40906174,707333,0,-4397550,2016-10-11,2016-10-11,Rent
40906174,0,16820,-4380730,2016-10-11,2016-10-11,
40906174,0,634592,-3746138,2016-10-12,2016-10-12,
40906174,0,900448,-2845690,2016-10-13,2016-10-13,
40906174,582927,0,-3428617,2016-10-13,2016-10-13,Bill Sharing
40906174,10184,0,-3438801,2016-10-13,2016-10-13,Entertainment
40906174,600617,0,-4039418,2016-10-14,2016-10-14,Rent
40906174,15307,0,-4054725,2016-10-14,2016-10-14,Education
40906174,659741,0,-4714466,2016-10-14,2016-10-14,Entertainment
40906174,0,18675,-4695791,2016-10-15,2016-10-15,
40906174,13108,0,-4708899,2016-10-15,2016-10-15,Utilities
40906174,992563,0,-5701462,2016-10-16,2016-10-16,Transportation
40906174,0,846472,-4854990,2016-10-17,2016-10-17,
40906174,0,17046,-4837944,2016-10-17,2016-10-17,
40906174,644712,0,-5482656,2016-10-18,2016-10-18,Bill Sharing
40906174,0,878428,-4604228,2016-10-18,2016-10-18,
40906174,0,676641,-3927587,2016-10-19,2016-10-19,
40906174,0,14176,-3913411,2016-10-19,2016-10-19,
40906174,0,15753,-3897658,2016-10-19,2016-10-19,
40906174,0,904673,-2992985,2016-10-20,2016-10-20,
40906174,540969,0,-3533954,2016-10-20,2016-10-20,Transportation
40906174,15705,0,-3549659,2016-10-21,2016-10-21,Rent
40906174,0,906745,-2642914,2016-10-22,2016-10-22,
40906174,0,18652,-2624262,2016-10-23,2016-10-23,
40906174,802072,0,-3426334,2016-10-23,2016-10-23,Utilities
40906174,14598,0,-3440932,2016-10-23,2016-10-23,Education
40906174,0,10812,-3430120,2016-10-24,2016-10-24,
40906174,968514,0,-4398634,2016-10-24,2016-10-24,Groceries
40906174,793218,0,-5191852,2016-10-24,2016-10-24,Groceries
40906174,15821,0,-5207673,2016-10-25,2016-10-25,Clothes
40906174,0,15534,-5192139,2016-10-26,2016-10-26,
40906174,747071,0,-5939210,2016-10-26,2016-10-26,Groceries
40906174,0,16200,-5923010,2016-10-27,2016-10-27,
40906174,0,16683,-5906327,2016-10-28,2016-10-28,
40906174,18190,0,-5924517,2016-10-28,2016-10-28,Clothes
40906174,916980,0,-6841497,2016-10-29,2016-10-29,Entertainment
40906174,501452,0,-7342949,2016-10-29,2016-10-29,Clothes
40906174,14139,0,-7357088,2016-10-29,2016-10-29,Entertainment
40906174,637722,0,-7994810,2016-10-30,2016-10-30,Education
40906174,0,424979,-7569831,2016-10-31,2016-10-31,
40906174,843713,0,-8413544,2016-10-31,2016-10-31,Education
40906174,914950,0,-9328494,2016-11-01,2016-11-01,Utilities
40906174,0,578915,-8749579,2016-11-01,2016-11-01,
40906174,528645,0,-9278224,2016-11-02,2016-11-02,Bill Sharing
40906174,16370,0,-9294594,2016-11-02,2016-11-02,Groceries
40906174,702436,0,-9997030,2016-11-03,2016-11-03,Utilities
40906174,854864,0,-10851894,2016-11-03,2016-11-03,Rent
40906174,723174,0,-11575068,2016-11-03,2016-11-03,Utilities
40906174,0,586881,-10988187,2016-11-04,2016-11-04,
40906174,0,462072,-10526115,2016-11-05,2016-11-05,
40906174,402808,0,-10928923,2016-11-05,2016-11-05,Groceries
40906174,0,724185,-10204738,2016-11-06,2016-11-06,
40906174,470215,0,-10674953,2016-11-06,2016-11-06,Healthcare
40906174,0,515473,-10159480,2016-11-06,2016-11-06,
40906174,0,11257,-10148223,2016-11-07,2016-11-07,
40906174,0,10824,-10137399,2016-11-07,2016-11-07,
40906174,0,652369,-9485030,2016-11-07,2016-11-07,
40906174,0,982903,-8502127,2016-11-08,2016-11-08,
40906174,0,16617,-8485510,2016-11-08,2016-11-08,
40906174,865795,0,-9351305,2016-11-08,2016-11-08,Transportation
40906174,0,780716,-8570589,2016-11-09,2016-11-09,
40906174,0,16345,-8554244,2016-11-09,2016-11-09,
40906174,776653,0,-9330897,2016-11-10,2016-11-10,Clothes
40906174,419031,0,-9749928,2016-11-10,2016-11-10,Healthcare
40906174,18967,0,-9768895,2016-11-10,2016-11-10,Bill Sharing
40906174,16531,0,-9785426,2016-11-11,2016-11-11,Utilities
40906174,580359,0,-10365785,2016-11-11,2016-11-11,Education
40906174,804120,0,-11169905,2016-11-12,2016-11-12,Education
40906174,672849,0,-11842754,2016-11-12,2016-11-12,Groceries
40906174,0,19472,-11823282,2016-11-12,2016-11-12,
40906174,514555,0,-12337837,2016-11-13,2016-11-13,Education
40906174,0,14330,-12323507,2016-11-13,2016-11-13,
40906174,0,13283,-12310224,2016-11-13,2016-11-13,
40906174,435120,0,-12745344,2016-11-14,2016-11-14,Education
40906174,901751,0,-13647095,2016-11-15,2016-11-15,Rent
40906174,531668,0,-14178763,2016-11-15,2016-11-15,Entertainment
40906174,0,443518,-13735245,2016-11-16,2016-11-16,
40906174,0,11574,-13723671,2016-11-17,2016-11-17,
40906174,0,932311,-12791360,2016-11-17,2016-11-17,
40906174,740034,0,-13531394,2016-11-18,2016-11-18,Entertainment
40906174,18784,0,-13550178,2016-11-19,2016-11-19,Healthcare
40906174,14695,0,-13564873,2016-11-19,2016-11-19,Education
40906174,10676,0,-13575549,2016-11-20,2016-11-20,Clothes
40906174,932358,0,-14507907,2016-11-20,2016-11-20,Healthcare
40906174,846383,0,-15354290,2016-11-21,2016-11-21,Education
40906174,885796,0,-16240086,2016-11-21,2016-11-21,Bill Sharing
40906174,816265,0,-16647169,2016-11-21,2016-11-21,Education
40906174,607804,0,-17254973,2016-11-22,2016-11-22,Rent
40906174,17841,0,-17272814,2016-11-22,2016-11-22,Rent
40906174,668171,0,-17940985,2016-11-22,2016-11-22,Entertainment
40906174,827260,0,-18768245,2016-11-23,2016-11-23,Utilities
40906174,0,16592,-18751653,2016-11-23,2016-11-23,
40906174,0,10677,-18740976,2016-11-23,2016-11-23,
40906174,0,740024,-18000952,2016-11-24,2016-11-24,
40906174,0,532803,-17468149,2016-11-24,2016-11-24,
40906174,0,858130,-16610019,2016-11-24,2016-11-24,
40906174,19253,0,-16629272,2016-11-25,2016-11-25,Groceries
40906174,0,889982,-15739290,2016-11-25,2016-11-25,
40906174,646162,0,-16385452,2016-11-26,2016-11-26,Clothes
40906174,0,868929,-15516523,2016-11-27,2016-11-27,
40906174,0,19949,-15496574,2016-11-27,2016-11-27,
40906174,13303,0,-15509877,2016-11-28,2016-11-28,Entertainment
40906174,0,561590,-14948287,2016-11-29,2016-11-29,
40906174,0,816860,-14131427,2016-11-30,2016-11-30,
40906174,582313,0,-14713740,2016-11-30,2016-11-30,Groceries
40906174,595813,0,-15309553,2016-11-30,2016-11-30,Clothes
40906174,986818,0,-16296371,2016-12-01,2016-12-01,Clothes
40906174,0,18428,-16277943,2016-12-01,2016-12-01,
40906174,0,830032,-15447911,2016-12-01,2016-12-01,
40906174,412933,0,-15860844,2016-12-02,2016-12-02,Transportation
40906174,18262,0,-15879106,2016-12-02,2016-12-02,Groceries
40906174,425019,0,-16304125,2016-12-02,2016-12-02,Clothes
40906174,756159,0,-17060284,2016-12-03,2016-12-03,Utilities
40906174,13599,0,-17073883,2016-12-04,2016-12-04,Groceries
40906174,0,418062,-16655821,2016-12-05,2016-12-05,
40906174,13182,0,-16669003,2016-12-05,2016-12-05,Transportation
40906174,0,868432,-15800571,2016-12-06,2016-12-06,
40906174,17405,0,-15817976,2016-12-07,2016-12-07,Education
40906174,797405,0,-16615381,2016-12-07,2016-12-07,Groceries
40906174,553055,0,-17168436,2016-12-07,2016-12-07,Education
40906174,10310,0,-17178746,2016-12-08,2016-12-08,Rent
40906174,0,13741,-17165005,2016-12-08,2016-12-08,
40906174,0,17059,-17147946,2016-12-08,2016-12-08,
40906174,0,672908,-16475038,2016-12-09,2016-12-09,
40906174,0,13158,-16461880,2016-12-10,2016-12-10,
40906174,841478,0,-17303358,2016-12-11,2016-12-11,Bill Sharing
40906174,0,15750,-17287608,2016-12-11,2016-12-11,
40906174,0,19271,-17268337,2016-12-12,2016-12-12,
40906174,0,16421,-17251916,2016-12-13,2016-12-13,
40906174,481679,0,-17733595,2016-12-13,2016-12-13,Healthcare
40906174,11693,0,-17745288,2016-12-14,2016-12-14,Rent
40906174,0,544546,-17200742,2016-12-14,2016-12-14,
40906174,688406,0,-17889148,2016-12-14,2016-12-14,Entertainment
40906174,0,717064,-17172084,2016-12-15,2016-12-15,
40906174,0,436560,-16735524,2016-12-15,2016-12-15,
40906174,413350,0,-17148874,2016-12-16,2016-12-16,Bill Sharing
40906174,0,966691,-16182183,2016-12-16,2016-12-16,
40906174,17388,0,-16199571,2016-12-17,2016-12-17,Clothes
40906174,0,742506,-15457065,2016-12-18,2016-12-18,
40906174,846549,0,-16303614,2016-12-18,2016-12-18,Transportation
40906174,816710,0,-17120324,2016-12-19,2016-12-19,Education
40906174,17020,0,-17137344,2016-12-19,2016-12-19,Clothes
40906174,0,600976,-16536368,2016-12-20,2016-12-20,
40906174,550191,0,-17086559,2016-12-21,2016-12-21,Utilities
40906174,548536,0,-17635095,2016-12-21,2016-12-21,Entertainment
40906174,0,804339,-16830756,2016-12-22,2016-12-22,
40906174,964330,0,-17795086,2016-12-22,2016-12-22,Groceries
40906174,519886,0,-18314972,2016-12-23,2016-12-23,Transportation
40906174,628181,0,-18943153,2016-12-24,2016-12-24,Education
40906174,0,743428,-18199725,2016-12-25,2016-12-25,
40906174,0,11229,-18188496,2016-12-25,2016-12-25,
40906174,0,19799,-18168697,2016-12-26,2016-12-26,
40906174,18762,0,-18187459,2016-12-26,2016-12-26,Education
40906174,0,617659,-17569800,2016-12-27,2016-12-27,
40906174,828663,0,-18398463,2016-12-28,2016-12-28,Groceries
40906174,603990,0,-19002453,2016-12-28,2016-12-28,Entertainment
40906174,17728,0,-19020181,2016-12-28,2016-12-28,Clothes
40906174,971607,0,-19991788,2016-12-29,2016-12-29,Transportation
40906174,0,563612,-19428176,2016-12-30,2016-12-30,
40906174,15459,0,-19443635,2016-12-30,2016-12-30,Healthcare
40906174,505665,0,-19949300,2016-12-30,2016-12-30,Groceries
40906174,437499,0,-20386799,2016-12-31,2016-12-31,Education
40906174,934775,0,-21321574,2017-01-01,2017-01-01,Transportation
40906174,0,14669,-21306905,2017-01-02,2017-01-02,
40906174,676183,0,-21287605,2017-01-02,2017-01-02,Healthcare
40906174,0,480946,-20806659,2017-01-03,2017-01-03,
40906174,0,11176,-20795483,2017-01-04,2017-01-04,
40906174,0,900974,-19894509,2017-01-05,2017-01-05,
40906174,0,755594,-19138915,2017-01-05,2017-01-05,
40906174,681629,0,-19820544,2017-01-05,2017-01-05,Entertainment
40906174,0,12781,-19807763,2017-01-06,2017-01-06,
40906174,0,697782,-19109981,2017-01-07,2017-01-07,
40906174,13866,0,-19123847,2017-01-07,2017-01-07,Utilities
40906174,0,750538,-18373309,2017-01-08,2017-01-08,
40906174,520216,0,-18893525,2017-01-08,2017-01-08,Transportation
40906174,0,761044,-18132481,2017-01-08,2017-01-08,
40906174,0,593631,-17538850,2017-01-09,2017-01-09,
40906174,409022,0,-17947872,2017-01-10,2017-01-10,Bill Sharing
40906174,629033,0,-18576905,2017-01-11,2017-01-11,Education
40906174,552203,0,-19129108,2017-01-11,2017-01-11,Entertainment
40906174,849283,0,-19978391,2017-01-11,2017-01-11,Bill Sharing
40906174,480578,0,-19995905,2017-01-12,2017-01-12,Education
40906174,0,661462,-19334443,2017-01-13,2017-01-13,
40906174,15330,0,-19349773,2017-01-13,2017-01-13,Bill Sharing
40906174,14983,0,-19364756,2017-01-14,2017-01-14,Entertainment
40906174,991933,0,-20356689,2017-01-15,2017-01-15,Entertainment
40906174,0,13955,-20342734,2017-01-15,2017-01-15,
40906174,12979,0,-20355713,2017-01-15,2017-01-15,Utilities
40906174,0,966086,-19389627,2017-01-16,2017-01-16,
40906174,0,484433,-18905194,2017-01-16,2017-01-16,
40906174,0,511411,-18393783,2017-01-17,2017-01-17,
40906174,0,517449,-17876334,2017-01-17,2017-01-17,
40906174,13705,0,-17890039,2017-01-18,2017-01-18,Healthcare
40906174,0,619369,-17270670,2017-01-18,2017-01-18,
40906174,0,420362,-16850308,2017-01-19,2017-01-19,
40906174,0,799168,-16051140,2017-01-20,2017-01-20,
40906174,0,661847,-15389293,2017-01-20,2017-01-20,
40906174,856491,0,-16245784,2017-01-20,2017-01-20,Transportation
40906174,879807,0,-17125591,2017-01-21,2017-01-21,Healthcare
40906174,0,572547,-16553044,2017-01-21,2017-01-21,
40906174,947643,0,-17500687,2017-01-22,2017-01-22,Transportation
40906174,0,14605,-17486082,2017-01-22,2017-01-22,
40906174,0,480541,-17005541,2017-01-22,2017-01-22,
40906174,0,784689,-16220852,2017-01-23,2017-01-23,
40906174,782973,0,-17003825,2017-01-23,2017-01-23,Clothes
40906174,990367,0,-17994192,2017-01-23,2017-01-23,Entertainment
40906174,835161,0,-18829353,2017-01-24,2017-01-24,Entertainment
40906174,19980,0,-18849333,2017-01-25,2017-01-25,Clothes
40906174,747982,0,-19597315,2017-01-25,2017-01-25,Rent
40906174,0,550056,-19047259,2017-01-26,2017-01-26,
40906174,0,930079,-18117180,2017-01-26,2017-01-26,
40906174,633913,0,-18131399,2017-01-27,2017-01-27,Healthcare
40906174,0,13789,-18117610,2017-01-27,2017-01-27,
40906174,0,15770,-18101840,2017-01-27,2017-01-27,
40906174,12490,0,-18114330,2017-01-28,2017-01-28,Groceries
40906174,592260,0,-18706590,2017-01-28,2017-01-28,Education
40906174,0,653244,-18053346,2017-01-29,2017-01-29,
40906174,0,451253,-18064324,2017-01-30,2017-01-30,
40906174,0,16575,-18047749,2017-01-30,2017-01-30,
40906174,10880,0,-18058629,2017-01-30,2017-01-30,Healthcare
40906174,0,15397,-18043232,2017-01-31,2017-01-31,
40906174,0,19236,-18023996,2017-01-31,2017-01-31,
40906174,403178,0,-18041712,2017-02-01,2017-02-01,Education
40906174,13060,0,-18054772,2017-02-01,2017-02-01,Groceries
40906174,958599,0,-19013371,2017-02-02,2017-02-02,Entertainment
40906174,16598,0,-19029969,2017-02-02,2017-02-02,Transportation
40906174,15877,0,-19045846,2017-02-02,2017-02-02,Healthcare
40906174,781667,0,-19827513,2017-02-03,2017-02-03,Rent
40906174,905209,0,-19814560,2017-02-03,2017-02-03,Healthcare
40906174,722511,0,-20537071,2017-02-03,2017-02-03,Rent
40906174,19000,0,-20556071,2017-02-04,2017-02-04,Clothes
40906174,0,637577,-19947279,2017-02-04,2017-02-04,
40906174,603659,0,-20550938,2017-02-05,2017-02-05,Bill Sharing
40906174,0,807326,-19743612,2017-02-06,2017-02-06,
40906174,0,468289,-19275323,2017-02-06,2017-02-06,
40906174,0,11712,-19263611,2017-02-07,2017-02-07,
40906174,789718,0,-20053329,2017-02-07,2017-02-07,Transportation
40906174,0,804672,-19248657,2017-02-07,2017-02-07,
40906174,0,15130,-19233527,2017-02-08,2017-02-08,
40906174,0,15760,-19217767,2017-02-09,2017-02-09,
40906174,0,13219,-19204548,2017-02-09,2017-02-09,
40906174,16586,0,-19221134,2017-02-09,2017-02-09,Transportation
40906174,0,12626,-19208508,2017-02-10,2017-02-10,
40906174,531146,0,-19739654,2017-02-10,2017-02-10,Utilities
40906174,10752,0,-19750406,2017-02-10,2017-02-10,Bill Sharing
40906174,857216,0,-20607622,2017-02-11,2017-02-11,Education
40906174,0,10897,-20596725,2017-02-11,2017-02-11,
40906174,951306,0,-21548031,2017-02-12,2017-02-12,Education
40906174,0,703118,-20844913,2017-02-12,2017-02-12,
40906174,0,11921,-20832992,2017-02-13,2017-02-13,
40906174,12126,0,-20845118,2017-02-13,2017-02-13,Clothes
40906174,0,19259,-20825859,2017-02-13,2017-02-13,
40906174,454533,0,-21280392,2017-02-14,2017-02-14,Groceries
40906174,0,600805,-20679587,2017-02-14,2017-02-14,
40906174,931563,0,-21611150,2017-02-15,2017-02-15,Clothes
40906174,19589,0,-21630739,2017-02-16,2017-02-16,Clothes
40906174,0,523293,-21107446,2017-02-17,2017-02-17,
40906174,0,13617,-21093829,2017-02-17,2017-02-17,
40906174,832337,0,-21926166,2017-02-17,2017-02-17,Transportation
40906174,0,602568,-21323598,2017-02-18,2017-02-18,
40906174,10924,0,-21334522,2017-02-19,2017-02-19,Clothes
40906174,17928,0,-21352450,2017-02-20,2017-02-20,Rent
40906174,0,17114,-21335336,2017-02-21,2017-02-21,
40906174,487659,0,-21822995,2017-02-22,2017-02-22,Bill Sharing
40906174,0,997047,-20825948,2017-02-23,2017-02-23,
40906174,12320,0,-20838268,2017-02-24,2017-02-24,Bill Sharing
40906174,10797,0,-20849065,2017-02-24,2017-02-24,Rent
40906174,0,633941,-20215124,2017-02-24,2017-02-24,
40906174,16691,0,-20231815,2017-02-25,2017-02-25,Clothes
40906174,19103,0,-20250918,2017-02-25,2017-02-25,Groceries
40906174,0,12317,-20238601,2017-02-26,2017-02-26,
40906174,0,531732,-19706869,2017-02-27,2017-02-27,
